758f13db-ffb4-440e-bb10-8a364aa6cb4a	bound-with	Konvolut
30773a27-b485-4dab-aeb6-b8c04fa3cb17	monographic series	Schriftenreihe
a17daf0a-f057-43b3-9997-13d0724cdf51	multipart monograph	Mehrteilige Monografie
